0,0
0.01, 1.4653e-3
0.0234, 1.4682e-3
0.0368, 1.4711e-3
0.0501, 1.4741e-3
0.0635, 7.3292e-3
0.0769, 7.3322e-3
0.0903, 7.3351e-3
0.1036, 0.0132
0.117, 0.0132
0.1304, 0.019
0.1438, 0.0191
0.1571, 0.0191
0.1705, 0.0249
0.1839, 0.0308
0.1973, 0.0308
0.2106, 0.0366
0.224, 0.0366
0.2374, 0.0425
0.2508, 0.0425
0.2641, 0.0483
0.2775, 0.0483
0.2909, 0.0542
0.3043, 0.0542
0.3176, 0.0601
0.331, 0.0659
0.3444, 0.0659
0.3578, 0.0718
0.3711, 0.0718
0.3845, 0.0718
0.3979, 0.0835
0.4113, 0.0835
0.4245, 0.0835
0.438, 0.0952
0.4514, 0.1011
0.4647, 0.1011
0.4781, 0.1011
0.4915, 0.1069
0.5049, 0.1128
0.5183, 0.1245
0.5316, 0.1303
0.545, 0.1362
0.5584, 0.1362
0.5718, 0.142
0.5852, 0.1479
0.5985, 0.1596
0.6118, 0.1713
0.6253, 0.1772
0.6387, 0.183
0.6521, 0.1889
0.6654, 0.2006
0.6787, 0.2064
0.6922, 0.2123
0.7056, 0.224
0.7189, 0.2299
0.7323, 0.2474
0.7457, 0.2533
0.7591, 0.265
0.7725, 0.2767
0.7859, 0.2884
0.7993, 0.2943
0.8126, 0.306
0.826, 0.3176
0.8394, 0.3294
0.8528, 0.3411
0.8662, 0.3469
0.8796, 0.3586
0.8929, 0.3703
0.9062, 0.382
0.9197, 0.3938
0.9331, 0.3996
0.9465, 0.4113
0.9599, 0.423
0.9731, 0.4346
0.9866, 0.4464
1.0, 0.4582
1.0134, 0.464
1.0268, 0.4757
1.0402, 0.4874
1.0535, 0.499
1.0669, 0.5108
1.0803, 0.5167
1.0937, 0.5284
1.1071, 0.5401
1.1205, 0.5518
1.1338, 0.5577
1.1472, 0.5694
1.1606, 0.5811
1.174, 0.5869
1.1874, 0.5987
1.2006, 0.6104
1.2141, 0.6162
1.2275, 0.6279
1.2409, 0.6396
1.2543, 0.6455
1.2677, 0.6572
1.281, 0.663
1.2944, 0.6747
1.3078, 0.6865
1.3212, 0.6923
1.3346, 0.704
1.3479, 0.7099
1.3613, 0.7216
1.3747, 0.7274
1.3881, 0.7391
1.4015, 0.745
1.4148, 0.7509
1.4282, 0.7626
1.4416, 0.7684
1.455, 0.7743
1.4684, 0.7801
1.4817, 0.7917
1.495, 0.7976
1.5085, 0.8035
1.5219, 0.8153
1.5352, 0.8211
1.5486, 0.827
1.562, 0.8328
1.5754, 0.8445
1.5888, 0.8504
1.6021, 0.8561
1.6155, 0.862
1.6289, 0.8738
1.6423, 0.8797
1.6557, 0.8855
1.6691, 0.8914
1.6824, 0.8972
1.6958, 0.9089
1.7092, 0.9148
1.7226, 0.9205
1.7359, 0.9264
1.7492, 0.9324
1.7627, 0.9382
1.7761, 0.9441
1.7894, 0.9558
1.8028, 0.9616
1.8162, 0.9675
1.8296, 0.9733
1.843, 0.9792
1.8564, 0.9849
1.8697, 0.9909
1.8831, 0.9968
1.8965, 1.0026
1.9099, 1.0085
1.9232, 1.0143
1.9365, 1.0202
1.95, 1.026
1.9634, 1.0319
1.9768, 1.0377
1.9901, 1.0436
2.0035, 1.0495
2.0169, 1.0553
2.0303, 1.0612
2.0436, 1.067
2.057, 1.0729
2.0704, 1.0787
2.0838, 1.0846
2.0971, 1.0846
2.1105, 1.0846
2.1239, 1.0904
2.1373, 1.0963
2.1507, 1.1022
2.164, 1.1139
2.1774, 1.1197
2.1908, 1.1256
2.2042, 1.1314
2.2175, 1.1373
2.2309, 1.1373
2.2443, 1.1431
2.2577, 1.149
2.2711, 1.1549
2.2844, 1.1607
2.2978, 1.1666
2.3112, 1.1724
2.3246, 1.1724
2.3378, 1.1783
2.3513, 1.1841
2.3647, 1.19
2.378, 1.1958
2.3914, 1.2017
2.4048, 1.2017
2.4182, 1.2076
2.4316, 1.2134
2.4449, 1.2193
2.4583, 1.2251
2.4717, 1.2251
2.4851, 1.231
2.4985, 1.2368
2.5118, 1.2427
2.5252, 1.2427
2.5386, 1.2485
2.552, 1.2544
2.5653, 1.2603
2.5787, 1.2603
2.592, 1.2661
2.6055, 1.272
2.6188, 1.2778
2.6322, 1.2778
2.6456, 1.2837
2.659, 1.2894
2.6723, 1.2894
2.6857, 1.2953
2.6991, 1.3013
2.7125, 1.3013
2.7258, 1.3071
2.7391, 1.313
2.7526, 1.313
2.766, 1.3188
2.7793, 1.3247
2.7927, 1.3247
2.8061, 1.3305
2.8195, 1.3305
2.8328, 1.3364
2.8462, 1.3422
2.8596, 1.3481
2.873, 1.3481
2.8862, 1.354
2.8997, 1.354
2.9131, 1.3598
2.9264, 1.3657
2.9398, 1.3657
2.9532, 1.3715
2.9666, 1.3715
2.98, 1.3774
2.9933, 1.3832
3.0067, 1.3832
3.0201, 1.3891
3.0335, 1.3891
3.0468, 1.395
3.0602, 1.4008
3.0735, 1.4008
3.087, 1.4067
3.1003, 1.4067
3.1137, 1.4125
3.1271, 1.4125
3.1405, 1.4125
3.1539, 1.4242
3.1672, 1.4243
3.1806, 1.4301
3.194, 1.4301
3.2073, 1.436
3.2207, 1.436
3.2341, 1.4418
3.2475, 1.4477
3.2608, 1.4477
3.2742, 1.4535
3.2876, 1.4535
3.301, 1.4535
3.3144, 1.4652
3.3277, 1.4711
3.3411, 1.4711
3.3545, 1.4769
3.3679, 1.4828
3.3812, 1.4887
3.3946, 1.4887
3.408, 1.4945
3.4214, 1.4945
3.4346, 1.5004
3.4481, 1.5062
3.4615, 1.5062
3.4748, 1.5121
3.4882, 1.5121
3.5016, 1.518
3.515, 1.518
3.5284, 1.5238
3.5417, 1.5238
3.5551, 1.5297
3.5685, 1.5297
3.5819, 1.5354
3.5952, 1.5354
3.6086, 1.5413
3.6219, 1.5413
3.6354, 1.5472
3.6487, 1.5473
3.6621, 1.5531
3.6755, 1.5531
3.6888, 1.559
3.7022, 1.559
3.7156, 1.5648
3.729, 1.5648
3.7423, 1.5648
3.7557, 1.5707
3.7691, 1.5707
3.7825, 1.5765
3.7957, 1.5765
3.8092, 1.5765
3.8226, 1.5824
3.8359, 1.5824
3.8493, 1.5883
3.8627, 1.5883
3.8761, 1.5883
3.8895, 1.5941
3.9028, 1.5941
3.9162, 1.6
3.9296, 1.6
3.9428, 1.6
3.9563, 1.6058
3.9697, 1.6058
3.983, 1.6058
3.9964, 1.6117
4.0098, 1.6117
4.0232, 1.6117
4.0366, 1.6176
4.0499, 1.6176
4.0633, 1.6176
4.0767, 1.6234
4.0901, 1.6234
4.1034, 1.6234
4.1168, 1.6293
4.1302, 1.6293
4.1436, 1.6293
4.1569, 1.6351
4.1703, 1.6352
4.1837, 1.6352
4.197, 1.641
